belt	accessories for holding up pants	0.96773	2
buckle	accessories for holding up pants	0.88377	2
shawl	accessories for keeping warm	0.92344	3
scarf	accessories for keeping warm	0.95238	3
earmuffs	accessories for keeping warm	0.96405	3
earmuffs	accessories for staying warm	0.96822	3
shawl	accessories for staying warm	0.92834	3
scarf	accessories for staying warm	0.95453	3
shawl	accessories for warmth and fashion	0.90075	3
earmuffs	accessories for warmth and fashion	0.91754	3
scarf	accessories for warmth and fashion	0.93790	3
cork	accessories for wine	0.57733	2
wine glass	accessories for wine	0.64032	2
mittens	accessories for winter	0.96645	2
earmuffs	accessories for winter	0.90669	2
buckle	accessories to clothing	0.59080	2
belt	accessories to clothing	0.96673	2
belt	accessories used to hold up or decorate clothing	0.83575	3
buckle	accessories used to hold up or decorate clothing	0.52905	3
pin	accessories used to hold up or decorate clothing	0.79563	3
buckle	accessories worn around the waist	0.59779	2
belt	accessories worn around the waist	0.99405	2
necklace	accessories worn by women	0.98120	2
veil	accessories worn by women	0.96686	2
shawl	accessories worn for warmth	0.95634	2
scarf	accessories worn for warmth	0.96502	2
lemon	acidic	0.96532	2
lime	acidic	0.69598	2
lime	acidic fruits	0.92277	2
grapefruit	acidic fruits	0.96269	2
harmonica	acoustic instruments	0.80282	2
banjo	acoustic instruments	0.96278	2
rat	active at night	0.79743	3
spider	active at night	0.65364	3
owl	active at night	0.98112	3
accordion	additional musical instruments	0.51269	3
harmonica	additional musical instruments	0.51168	3
drum	additional musical instruments	0.59429	3
medal	adornment	0.98950	2
crown	adornment	0.99454	2
rocket	aerial transport vehicles	0.79057	2
helicopter	aerial transport vehicles	0.95113	2
helicopter	aerial vehicles	0.96600	2
rocket	aerial vehicles	0.92208	2
tractor	agricultural vehicles	0.98838	3
cart	agricultural vehicles	0.55685	3
wagon	agricultural vehicles	0.94308	3
helicopter	air transportation	0.99217	3
jet	air transportation	0.99531	3
airplane	air transportation	0.99201	3
jet	air travel vehicles	0.97648	2
helicopter	air travel vehicles	0.92130	2
balloon	airborne objects	0.93421	2
rocket	airborne objects	0.91734	2
helicopter	airborne vehicles	0.94846	2
rocket	airborne vehicles	0.94352	2
jet	aircraft	0.99587	3
rocket	aircraft	0.98660	3
helicopter	aircraft	0.99575	3
jet	aircraft for flying	0.99172	2
helicopter	aircraft for flying	0.98149	2
rocket	aircraft types	0.88872	3
jet	aircraft types	0.94816	3
helicopter	aircraft types	0.88259	3
rocket	aircraft vehicles	0.92361	3
jet	aircraft vehicles	0.97914	3
helicopter	aircraft vehicles	0.94941	3
baseball bat	all equipment used in baseball	0.94569	2
baseball glove	all equipment used in baseball	0.93571	2
harp	all musical instruments	0.54316	3
piano	all musical instruments	0.59344	3
drum	all musical instruments	0.76597	3
crown	all regal accessories	0.76062	2
cape	all regal accessories	0.64585	2
violin	all string instruments	0.88485	5
harpsichord	all string instruments	0.95919	5
harp	all string instruments	0.98549	5
cello	all string instruments	0.80906	5
banjo	all string instruments	0.80871	5
sack	all types of bags	0.96825	3
handbag	all types of bags	0.95475	3
bag	all types of bags	0.88509	3
ship	all types of boats	0.81247	3
yacht	all types of boats	0.76293	3
sailboat	all types of boats	0.83411	3
mandarin	all types of citrus fruits	0.98721	4
orange	all types of citrus fruits	0.97268	4
lime	all types of citrus fruits	0.95205	4
grapefruit	all types of citrus fruits	0.98559	4
wine glass	all types of drinking vessels	0.90006	2
mug	all types of drinking vessels	0.98582	2
banana	all types of fruit	0.67783	5
apple	all types of fruit	0.74275	5
orange	all types of fruit	0.59416	5
grape	all types of fruit	0.72952	5
pear	all types of fruit	0.62555	5
worm	all types of insects	0.80072	13
ant	all types of insects	0.98318	13
hornet	all types of insects	0.82969	13
flea	all types of insects	0.93466	13
spider	all types of insects	0.71576	13
butterfly	all types of insects	0.96178	13
caterpillar	all types of insects	0.95638	13
housefly	all types of insects	0.91147	13
wasp	all types of insects	0.98711	13
beetle	all types of insects	0.97898	13
moth	all types of insects	0.98336	13
grasshopper	all types of insects	0.97055	13
cockroach	all types of insects	0.93042	13
grater	all types of kitchen tools used for preparing food	0.88765	2
colander	all types of kitchen tools used for preparing food	0.90611	2
rake	all types of lawn tools	0.87683	2
wheelbarrow	all types of lawn tools	0.55292	2
marble	all types of natural stone	0.92435	2
stone	all types of natural stone	0.93966	2
magazine	all types of reading materials	0.96583	2
book	all types of reading materials	0.96310	2
cabbage	all types of root vegetables	0.54536	4
potato	all types of root vegetables	0.97576	4
yam	all types of root vegetables	0.98493	4
turnip	all types of root vegetables	0.98701	4
sailboat	all types of watercraft	0.91894	5
canoe	all types of watercraft	0.90674	5
ship	all types of watercraft	0.89042	5
boat	all types of watercraft	0.95106	5
yacht	all types of watercraft	0.85079	5
pencil	all writing utensils	0.95551	2
pen	all writing utensils	0.97450	2
bus	alternative modes of transportation	0.75225	4
subway	alternative modes of transportation	0.66649	4
train	alternative modes of transportation	0.75705	4
unicycle	alternative modes of transportation	0.84116	4
subway	alternative transportation options	0.65072	2
bus	alternative transportation options	0.79800	2
bullet	ammunition	0.99507	2
cannon	ammunition	0.93895	2
iguana	amphibian animals	0.72573	8
toad	amphibian animals	0.98782	8
salamander	amphibian animals	0.99326	8
tortoise	amphibian animals	0.95579	8
eel	amphibian animals	0.62365	8
frog	amphibian animals	0.98955	8
alligator	amphibian animals	0.75323	8
turtle	amphibian animals	0.98870	8
salamander	amphibians	0.99263	5
turtle	amphibians	0.97084	5
iguana	amphibians	0.72846	5
toad	amphibians	0.98936	5
frog	amphibians	0.98758	5
salamander	amphibians or reptiles	0.85169	9
python	amphibians or reptiles	0.81445	9
tortoise	amphibians or reptiles	0.98907	9
crocodile	amphibians or reptiles	0.96475	9
toad	amphibians or reptiles	0.80029	9
frog	amphibians or reptiles	0.63006	9
alligator	amphibians or reptiles	0.97294	9
turtle	amphibians or reptiles	0.99343	9
iguana	amphibians or reptiles	0.97954	9
door	an opening for passage	0.96242	2
gate	an opening for passage	0.98001	2
avocado	an outer skin that is edible	0.76544	3
olive	an outer skin that is edible	0.82914	3
banana	an outer skin that is edible	0.64398	3
cage	animal enclosures	0.98414	2
beehive	animal enclosures	0.75945	2
beehive	animal homes	0.91517	3
cage	animal homes	0.90302	3
barn	animal homes	0.94913	3
rabbit	animals commonly kept as pets	0.96891	5
hamster	animals commonly kept as pets	0.99057	5
bird	animals commonly kept as pets	0.56638	5
dog	animals commonly kept as pets	0.98672	5
cat	animals commonly kept as pets	0.99021	5
horse	animals commonly used for transportation	0.92739	2
pony	animals commonly used for transportation	0.72805	2
giraffe	animals found in Africa	0.97979	3
elephant	animals found in Africa	0.97584	3
gorilla	animals found in Africa	0.97782	3
gorilla	animals found in African savannah	0.96668	6
elephant	animals found in African savannah	0.98006	6
giraffe	animals found in African savannah	0.99034	6
hyena	animals found in African savannah	0.98864	6
zebra	animals found in African savannah	0.98503	6
camel	animals found in African savannah	0.90823	6
platypus	animals found in Australia	0.95859	2
crocodile	animals found in Australia	0.82683	2
leopard	animals found in a safari	0.97301	3
lion	animals found in a safari	0.97474	3
elephant	animals found in a safari	0.96467	3
seal	animals found in polar regions	0.66000	3
walrus	animals found in polar regions	0.99089	3
penguin	animals found in polar regions	0.99146	3
seal	animals found in the Arctic	0.89867	4
caribou	animals found in the Arctic	0.98934	4
penguin	animals found in the Arctic	0.72915	4
walrus	animals found in the Arctic	0.98922	4
rattlesnake	animals found in the Rocky Mountains	0.51814	8
bison	animals found in the Rocky Mountains	0.99086	8
deer	animals found in the Rocky Mountains	0.98689	8
elk	animals found in the Rocky Mountains	0.99439	8
bear	animals found in the Rocky Mountains	0.97483	8
moose	animals found in the Rocky Mountains	0.99296	8
coyote	animals found in the Rocky Mountains	0.92740	8
caribou	animals found in the Rocky Mountains	0.97615	8
seal	animals found in the arctic	0.80988	4
walrus	animals found in the arctic	0.99022	4
penguin	animals found in the arctic	0.94705	4
caribou	animals found in the arctic	0.99101	4
raccoon	animals found in the forest	0.97282	12
groundhog	animals found in the forest	0.94162	12
elk	animals found in the forest	0.99342	12
deer	animals found in the forest	0.99590	12
hare	animals found in the forest	0.92965	12
beaver	animals found in the forest	0.98865	12
squirrel	animals found in the forest	0.96723	12
gopher	animals found in the forest	0.56821	12
fox	animals found in the forest	0.98172	12
moose	animals found in the forest	0.99295	12
chipmunk	animals found in the forest	0.97250	12
bear	animals found in the forest	0.98425	12
leopard	animals found in the jungle	0.97686	5
elephant	animals found in the jungle	0.97505	5
panther	animals found in the jungle	0.98124	5
gorilla	animals found in the jungle	0.98864	5
lion	animals found in the jungle	0.98242	5
whale	animals found in the ocean	0.99155	8
squid	animals found in the ocean	0.99136	8
turtle	animals found in the ocean	0.95997	8
snail	animals found in the ocean	0.69148	8
dolphin	animals found in the ocean	0.98773	8
crab	animals found in the ocean	0.97769	8
clam	animals found in the ocean	0.98733	8
octopus	animals found in the ocean	0.98199	8
seal	animals found in the polar regions	0.61952	3
walrus	animals found in the polar regions	0.98960	3
penguin	animals found in the polar regions	0.99046	3
hyena	animals found in the savannah	0.98882	6
gorilla	animals found in the savannah	0.94153	6
zebra	animals found in the savannah	0.99022	6
camel	animals found in the savannah	0.92820	6
elephant	animals found in the savannah	0.96603	6
giraffe	animals found in the savannah	0.99128	6
elephant	animals found in the wild	0.94869	7
deer	animals found in the wild	0.99499	7
lion	animals found in the wild	0.97517	7
fox	animals found in the wild	0.97935	7
raccoon	animals found in the wild	0.94430	7
bear	animals found in the wild	0.96877	7
tiger	animals found in the wild	0.97532	7
butterfly	animals known for their wings	0.98809	3
hawk	animals known for their wings	0.97719	3
eagle	animals known for their wings	0.94799	3
crocodile	animals native to Australia	0.91084	2
platypus	animals native to Australia	0.96934	2
fox	animals often hunted by predators	0.95138	5
moose	animals often hunted by predators	0.98469	5
raccoon	animals often hunted by predators	0.94090	5
bear	animals often hunted by predators	0.92615	5
deer	animals often hunted by predators	0.99288	5
ox	animals raised for meat consumption	0.96862	5
hare	animals raised for meat consumption	0.67856	5
goat	animals raised for meat consumption	0.94611	5
pig	animals raised for meat consumption	0.97860	5
cow	animals raised for meat consumption	0.97951	5
deer	animals that can be hunted for food or sport	0.98563	3
bear	animals that can be hunted for food or sport	0.93857	3
elk	animals that can be hunted for food or sport	0.97590	3
hamster	animals that can be pets	0.98830	4
rabbit	animals that can be pets	0.96494	4
dog	animals that can be pets	0.97496	4
cat	animals that can be pets	0.98333	4
pony	animals that can be trained	0.77006	4
cat	animals that can be trained	0.93019	4
dog	animals that can be trained	0.97627	4
chimp	animals that can be trained	0.95184	4
crow	animals that can fly	0.96743	2
bird	animals that can fly	0.98796	2
rat	animals that can jump	0.53995	3
toad	animals that can jump	0.94720	3
frog	animals that can jump	0.95433	3
giraffe	animals that live in Africa	0.97534	3
gorilla	animals that live in Africa	0.97722	3
elephant	animals that live in Africa	0.97214	3
squirrel	animals that live in forests	0.95912	9
moose	animals that live in forests	0.99071	9
elk	animals that live in forests	0.99083	9
fox	animals that live in forests	0.98191	9
bear	animals that live in forests	0.98462	9
beaver	animals that live in forests	0.98367	9
deer	animals that live in forests	0.99488	9
raccoon	animals that live in forests	0.96474	9
groundhog	animals that live in forests	0.90120	9
penguin	animals that live in the Arctic	0.78180	4
walrus	animals that live in the Arctic	0.98665	4
seal	animals that live in the Arctic	0.89966	4
caribou	animals that live in the Arctic	0.98462	4
goldfish	animals that live underwater	0.96036	6
turtle	animals that live underwater	0.92383	6
dolphin	animals that live underwater	0.97639	6
squid	animals that live underwater	0.96320	6
snail	animals that live underwater	0.62558	6
octopus	animals that live underwater	0.94633	6
salamander	animals that move slowly	0.82311	4
tortoise	animals that move slowly	0.94385	4
frog	animals that move slowly	0.64637	4
toad	animals that move slowly	0.60733	4
beaver	animals typically found in cold climates	0.73210	5
caribou	animals typically found in cold climates	0.90112	5
walrus	animals typically found in cold climates	0.68392	5
moose	animals typically found in cold climates	0.80884	5
penguin	animals typically found in cold climates	0.96296	5
ox	animals used for milk production	0.68609	5
goat	animals used for milk production	0.96700	5
buffalo	animals used for milk production	0.86347	5
cow	animals used for milk production	0.97449	5
sheep	animals used for milk production	0.97264	5
salamander	animals with distinctive patterns on their skin	0.73858	3
platypus	animals with distinctive patterns on their skin	0.50487	3
iguana	animals with distinctive patterns on their skin	0.55685	3
chimp	animals with four legs	0.81103	2
platypus	animals with four legs	0.93113	2
turtle	animals with hard shells	0.98695	3
snail	animals with hard shells	0.97242	3
tortoise	animals with hard shells	0.98508	3
ox	animals with hooves	0.98164	5
pony	animals with hooves	0.98523	5
horse	animals with hooves	0.98809	5
camel	animals with hooves	0.96015	5
donkey	animals with hooves	0.97692	5
sofa	another type of seating furniture	0.92889	4
bench	another type of seating furniture	0.95727	4
rocker	another type of seating furniture	0.93853	4
couch	another type of seating furniture	0.88547	4
moose	antlered animals	0.99467	5
elk	antlered animals	0.99313	5
caribou	antlered animals	0.99344	5
deer	antlered animals	0.99644	5
bison	antlered animals	0.79105	5
tiger	apex predators	0.99408	6
alligator	apex predators	0.98595	6
cheetah	apex predators	0.99561	6
panther	apex predators	0.99609	6
bear	apex predators	0.97844	6
crocodile	apex predators	0.98014	6
fridge	appliances	0.97776	5
toaster	appliances	0.96081	5
stove	appliances	0.93124	5
microwave	appliances	0.94758	5
oven	appliances	0.95577	5
dishwasher	appliances commonly found in kitchens	0.98647	6
toaster	appliances commonly found in kitchens	0.97072	6
fridge	appliances commonly found in kitchens	0.98657	6
microwave	appliances commonly found in kitchens	0.96280	6
oven	appliances commonly found in kitchens	0.98618	6
stove	appliances commonly found in kitchens	0.99012	6
toaster	appliances for a kitchen	0.95425	6
dishwasher	appliances for a kitchen	0.97814	6
fridge	appliances for a kitchen	0.98313	6
stove	appliances for a kitchen	0.98936	6
oven	appliances for a kitchen	0.98352	6
microwave	appliances for a kitchen	0.94297	6
toaster	appliances for cooking	0.91001	4
oven	appliances for cooking	0.99160	4
microwave	appliances for cooking	0.95991	4
stove	appliances for cooking	0.99347	4
oven	appliances for cooking food	0.98044	2
stove	appliances for cooking food	0.98534	2
stove	appliances for cooking in the kitchen	0.99425	2
oven	appliances for cooking in the kitchen	0.99141	2
refrigerator	appliances for food storage	0.98706	2
fridge	appliances for food storage	0.98901	2
freezer	appliances for keeping food cold	0.99360	2
refrigerator	appliances for keeping food cold	0.99465	2
fridge	appliances for storage	0.98585	3
cupboard	appliances for storage	0.78980	3
refrigerator	appliances for storage	0.98475	3
freezer	appliances for storing and cooling food	0.99014	3
fridge	appliances for storing and cooling food	0.99374	3
refrigerator	appliances for storing and cooling food	0.99273	3
cellar	appliances for storing and preserving food	0.65602	3
freezer	appliances for storing and preserving food	0.95370	3
refrigerator	appliances for storing and preserving food	0.98206	3
fridge	appliances for storing food	0.99191	3
freezer	appliances for storing food	0.98235	3
refrigerator	appliances for storing food	0.98978	3
fridge	appliances for storing food and drink	0.98577	3
refrigerator	appliances for storing food and drink	0.97785	3
freezer	appliances for storing food and drink	0.63804	3
fridge	appliances for storing food and drinks	0.98953	3
freezer	appliances for storing food and drinks	0.76151	3
refrigerator	appliances for storing food and drinks	0.98563	3
refrigerator	appliances for storing food/ drinks	0.98215	3
freezer	appliances for storing food/ drinks	0.79421	3
fridge	appliances for storing food/ drinks	0.98655	3
dishwasher	appliances found in a kitchen	0.98149	5
toaster	appliances found in a kitchen	0.96652	5
fridge	appliances found in a kitchen	0.98645	5
microwave	appliances found in a kitchen	0.95567	5
blender	appliances found in a kitchen	0.93463	5
oven	appliances found in kitchens	0.99018	6
fridge	appliances found in kitchens	0.99079	6
microwave	appliances found in kitchens	0.97001	6
dishwasher	appliances found in kitchens	0.99171	6
toaster	appliances found in kitchens	0.97756	6
stove	appliances found in kitchens	0.99220	6
microwave	appliances found in the kitchen	0.96230	6
fridge	appliances found in the kitchen	0.98881	6
dishwasher	appliances found in the kitchen	0.98453	6
oven	appliances found in the kitchen	0.98517	6
blender	appliances found in the kitchen	0.93491	6
toaster	appliances found in the kitchen	0.96878	6
dishwasher	appliances in a kitchen	0.98690	6
toaster	appliances in a kitchen	0.97222	6
oven	appliances in a kitchen	0.98972	6
fridge	appliances in a kitchen	0.98928	6
microwave	appliances in a kitchen	0.97252	6
stove	appliances in a kitchen	0.99225	6
stove	appliances in the kitchen	0.99218	5
dishwasher	appliances in the kitchen	0.98881	5
microwave	appliances in the kitchen	0.97832	5
toaster	appliances in the kitchen	0.97562	5
oven	appliances in the kitchen	0.98989	5
oven	appliances used for cooking	0.99373	4
stove	appliances used for cooking	0.99502	4
toaster	appliances used for cooking	0.92730	4
microwave	appliances used for cooking	0.96846	4
stove	appliances used for cooking food	0.98881	2
oven	appliances used for cooking food	0.98490	2
refrigerator	appliances used for food storage	0.98877	3
fridge	appliances used for food storage	0.99143	3
freezer	appliances used for food storage	0.97462	3
cellar	appliances used for storage and preservation of food	0.76486	4
refrigerator	appliances used for storage and preservation of food	0.98980	4
fridge	appliances used for storage and preservation of food	0.99105	4
freezer	appliances used for storage and preservation of food	0.97795	4
fridge	appliances used for storing food	0.99283	3
refrigerator	appliances used for storing food	0.99028	3
freezer	appliances used for storing food	0.98301	3
refrigerator	appliances used for storing food or drinks	0.97877	3
fridge	appliances used for storing food or drinks	0.98430	3
freezer	appliances used for storing food or drinks	0.80227	3
oven	appliances used in cooking	0.99037	4
stove	appliances used in cooking	0.99273	4
microwave	appliances used in cooking	0.93828	4
toaster	appliances used in cooking	0.93072	4
dishwasher	appliances used in the kitchen	0.98869	5
blender	appliances used in the kitchen	0.96420	5
oven	appliances used in the kitchen	0.99087	5
toaster	appliances used in the kitchen	0.97795	5
microwave	appliances used in the kitchen	0.97838	5
dolphin	aquatic animals	0.99122	10
octopus	aquatic animals	0.90539	10
eel	aquatic animals	0.98804	10
squid	aquatic animals	0.98752	10
turtle	aquatic animals	0.98510	10
whale	aquatic animals	0.99266	10
goldfish	aquatic animals	0.99343	10
snail	aquatic animals	0.52252	10
crab	aquatic animals	0.90169	10
otter	aquatic animals	0.97216	10
swan	aquatic birds	0.92814	6
seagull	aquatic birds	0.60125	6
penguin	aquatic birds	0.98432	6
goose	aquatic birds	0.93681	6
flamingo	aquatic birds	0.79255	6
duck	aquatic birds	0.98029	6
frog	aquatic insects	0.59160	2
snail	aquatic insects	0.68676	2
eel	aquatic life	0.99084	6
squid	aquatic life	0.99012	6
snail	aquatic life	0.70276	6
octopus	aquatic life	0.96280	6
goldfish	aquatic life	0.99501	6
turtle	aquatic life	0.98880	6
walrus	aquatic mammals	0.98970	6
beaver	aquatic mammals	0.95188	6
dolphin	aquatic mammals	0.99133	6
seal	aquatic mammals	0.98765	6
whale	aquatic mammals	0.98877	6
otter	aquatic mammals	0.98067	6
turtle	aquatic organisms	0.93159	8
crab	aquatic organisms	0.89837	8
octopus	aquatic organisms	0.78132	8
goldfish	aquatic organisms	0.98459	8
snail	aquatic organisms	0.80774	8
seaweed	aquatic organisms	0.96685	8
squid	aquatic organisms	0.97150	8
eel	aquatic organisms	0.97575	8
turtle	aquatic pets	0.74336	3
goldfish	aquatic pets	0.98995	3
snail	aquatic pets	0.50920	3
spear	archery equipment	0.78225	3
crossbow	archery equipment	0.99624	3
slingshot	archery equipment	0.58661	3
pyramid	architectural forms	0.89119	4
skyscraper	architectural forms	0.90178	4
cathedral	architectural forms	0.86894	4
bridge	architectural forms	0.58901	4
skyscraper	architectural marvels	0.99353	3
pyramid	architectural marvels	0.98223	3
cathedral	architectural marvels	0.99513	3
building	architectural structures	0.99198	7
chapel	architectural structures	0.98783	7
pyramid	architectural structures	0.97655	7
skyscraper	architectural structures	0.99364	7
cathedral	architectural structures	0.99405	7
church	architectural structures	0.99033	7
bridge	architectural structures	0.98210	7
building	architectural structures used for various purposes	0.97896	3
chapel	architectural structures used for various purposes	0.58653	3
church	architectural structures used for various purposes	0.56151	3
caribou	arctic animals	0.99067	4
penguin	arctic animals	0.91883	4
seal	arctic animals	0.78175	4
walrus	arctic animals	0.99158	4
slingshot	armaments	0.74708	17
bullet	armaments	0.66436	17
bazooka	armaments	0.97540	17
catapult	armaments	0.98732	17
bomb	armaments	0.97208	17
gun	armaments	0.93944	17
