transportation company	charging per item
flight deck	instrument panels
land vehicle	hybrid
moving violation	truck
organic object	grown from seed
transportation schedule	organize
tank car	long-distance haul
tugboat	gasoline
merchant marine	operating independently
aid to navigation	air
offshore support ship	refuel
bulk cargo	logistics company
containerization	deploying web applications
fishing boat	railing
full size van	family van
ocean liner	historical
deck cargo	ocean
parking garage	commercial centers
cable ship	high-tech equipment
organizational process	effectiveness
international airport	free wi-fi
multiple track railway	increase capacity
aid to navigation	night
pusher tug	powerful
parking garage	large
freighter	ocean-going
crew list	team member
shipping channel	buoys and markers
electronic device	ethernet
international airport	near cities
road junction	square
watercraft	kayak
intermodal transportation	road
multiple track railway	more than one
rolling stock	railway equipment
track gauge	tram
private railcar	wood
personal watercraft	pontoon boat
water transportation system	cabin
military watercraft	amphibious ship
organic compound	photosynthesis
transitway	truckers
dining car	cruise ship
partial container ship	reefer containers
turboprop airplane	fixed-wing
offshore supply ship	food
crew list	evaluation
trade embargo	targeted sanctions
rail transportation system	narrow gauge
flight deck	co-pilots
navigation buoy	marking channels
water transportation system	large
merchant marine	played crucial role in global economy
canal system	regular dredging
gallery car	vacation
moving violation	damage to property
single traffic lane	separating traffic directions
electrical signalling	enabling movement
cable ship	customized
fire boat	rescue operations
track gauge	widespread globally
sport utility vehicle	anti-lock braking system
taking off	air traffic control
ship register	customs regulations
traffic light	maintain traffic flow
land vehicle	long
bulkhead	in a ship's hull
organic object	in nature
petroleum product pipeline	safety regulations
offshore support ship	storage containers
transportation device	tourism
water transportation system	fixed
general cargo ship	transporting cargo
offshore supply ship	seasonal
canal lock gate	pumps
radar or sonar	high precision
whaling ship	whale catching
outfit car	move
deck crane	high lifting capacity
head end car	for yard work
radio navigation beacon	global
dual gauge railway	australia's dual gauge railway
dangerous goods	use protective gear
container terminal	warehousing space
emergency vehicle	civilian
commercial airport	passenger service
bill of lading	in logistics
arriving	arrived
international airport	continent
head end car	connected
commercial shipping	maritime law
partial container ship	hundreds
emergency road vehicle	life-saving
ocean liner	trained
freighter	ship
ship hold	carrying cargo
offshore anchorage	ocean
propeller airplane	medium range
light truck	larger than cars
ship berthing	harbor
deck cargo	by sea
electrified railway	electricity generation
offshore support ship	seaworthy
transportation authority	collect tolls
spine car	urban
ship compartment	cargo
single traffic lane	emergency response
ship hatch	allows movement
full size van	alloy wheels
train assembly	railway
military watercraft	reconnaissance
organizational process	improved efficiency
flight schedule	baggage allowance
propeller airplane	tricycle landing gear
relational attribute	product id
intentional process	intention
ship hull	steel
transportation device	wheel
transit shelter	covered area
mode of transit	shipping
head end car	large size
propeller airplane	airport
vehicle carrier ship	cranes
railroad bridge	canyons
transportation company	freight transport
shipping lane	charted by maps
fuel tank	steel
canal	city
partial container ship	store
broad gauge railway	higher speed
maritime blockade	complete
fish factory ship	catcher-processor
canal	connecting rivers
standard gauge railway	smooth ride
maritime blockade	affected global trade
pier	sloping
transit stop	bus shelter
water area	pristine
air traffic control procedure	post-flight
hopper dredger	seas
port crane	exporting
organic object	responsive
deepwater port	multimodal
managing	supervision
dangerous goods	no smoking
refrigerated compartment	keeping medicine cool
commercial carrier	fee-based
train station	arrival point
electrified railway	highway
minivan	angular
pier	temporary
regulatory process	assessment
minivan	seating
truck trailer	farm
animal powered vehicle	special occasions
coach railcar	travel
air traffic control center	radar systems
track gauge	maintaining safety standards
gallery car	artistic lighting
freight car	coupling mechanism
deck crane	manual or automated
air traffic control tower	preventing collisions
fishing boat	experimental
river port	liquid
maritime blockade	military strategy
fish factory ship	fishing trips
ship hull	speed
scale test car	portable
multiple track railway	branching
cargo container	frames
fish factory ship	freezing fish
trade embargo	war
railway junction	transferring cargo
fire boat	rescuing people from water
mass measure	decimal
liner service	fixed route
air traffic control procedure	ensure safe separation
private railcar	birthday parties
merchant marine	supporting military operations
commercial shipping	international law
dangerous goods	store separately
radar or sonar	air
port embargo	food scarcity
jet engine	exhaust
railway vehicle	light
dining car	travelers
light truck	less powerful
railroad bridge	allowing trains to pass
pier	for commercial purposes
containerization	process of packaging
organic compound	biological
tractor trailer	commerce
internal attribute	intangible
electrified railway	less pollution
hopper dredger	coastal protection
air traffic control center	digital communication
radar	reflection
ore carrier ship	diesel engine
rocket engine	spacecraft
contract carrier	industry standards
mass measure	measuring objects
transportation company	customs regulations
diesel fuel	ignition
commercial airport	car rentals
navigation light	air navigation
canal lock	recreational boating
diesel engine	biodiesel
light fixture	round
radio navigation beacon	provides navigation
port facility	international agreements
parking garage	climate controlled
arriving	to dock
surfaced roadway	pedestrian crossing
passenger ship	transporting passengers
fish factory ship	sells fish
surfaced roadway	repairing potholes
liner service	connecting places
cargo ship	steady
terminal building	airline employees
mass measure	measuring weight of objects
diesel engine	polluting
taking off	break free
shipping channel	dug
radar facility	supports military operations
fixed bridge	engineered
canal system	long distance
electric motor	mechanical advantage
air route	scheduled
regulatory process	rules
electric device	outdoors
deepwater port	loading/unloading facilities
canal structure	innovative
train station	clean
broad gauge railway	more expensive
railroad track	width
tank car	railway companies
water area	land
hoisting device	jib
canal lock gate	hand operated
commercial shipping	important
department of transportation	country
canal	commercial
canal system	saltwater
dual gauge railway	in countries with mixed gauge rail networks
freight car	open top
motor scooter	battery
material handling equipment	brakes
outfit car	nissan
hangar bay	launching aircraft
turboprop airplane	tail-mounted engine
rail transportation system	signaling system
commercial shipping	regular
personal watercraft	requires license
train station	highway
traffic control process	long-term
electrified railway	power supply
jet airplane	scientific research
canal lock	pound lock
air traffic control tower	issues flight clearances
flatcar	shipping goods
flight deck	military
rocket engine	maintaining speed
passenger ship	circular
fish factory ship	processing machines
flight schedule	air travel
freight car	relatively slow
guiding	execution
body motion	unconscious
transit route	shopping
volume measure	converts to
river port	warehouses
shipping channel	guiding vessels
emergency vehicle	trained emergency responders
radar or sonar	medium range
department of transportation	traffic safety
standard gauge railway	lower costs
crane ship	enormous
canal system	ancient
drilling ship	high-risk
freight car	dependent on track
passenger railway car	vacation travel
crew list	manual entry
partial container ship	dependent on cargo
tank car	transportation
jet engine	energy-intensive
motor scooter	park
commercial carrier	small
jet airplane	requires maintenance
container terminal	road
railroad company	small
flight schedule	seasonally
offshore support ship	maintaining oil rigs
full size van	camping trips
containerization	maritime industry
railcar carrier ship	heavy loads
tugboat	rescuing vessels
traffic control process	driver
transit stop	ticket machine
transportation authority	maintenance workers
fishing boat	fish finder
managing	monitoring
arriving	by bus
cubic foot	12 inches
mass measure	mass of a substance
cable ship	laying submarine communications cables
flatcar	horizontal
bulkhead	sealing off area
canal lock	water flows out
dangerous goods	criminal penalties
cargo container	electrical outlets
freight car	suspension
traffic signal	bright
signalling	cellular
multiple track railway	large transportation hubs
long ton	describing large quantities
fire engine	port
canal	repair
track gauge	affects train stability
regulatory process	licensing
containerization	durable
private railcar	celebrity transport
jet airplane	rocket engine
broad gauge railway	over 1,435 mm
ship compartment	storage
sea lane	facilitating international trade
flight schedule	online booking website
international airport	least modern
offshore support ship	sea-worthy
water area	round
whaling ship	whale hunting grounds
flight deck	parking aircraft
relational attribute	property that describes a relationship
fishing vessel	manual
track gauge	trains
deck cargo	by hand
transit terminal	departure boards
cargo manifest	quantities
merchant marine	environmental regulations
single traffic lane	efficient use of space
legal charge	reparation
pier	amusement park
signalling	visual
airport classification	military operations
railway vehicle	carriage body
container ship	international commerce
animal powered vehicle	ancient civilizations
chemical tanker ship	petrochemical
organic object	dependent within
merchant marine	ports
electric device	industrial use
organizational process	effective resource allocation
containerization	technique for packaging software
maritime blockade	cruising
surfaced roadway	occasionally resurfaced
fishing boat	recreational
bulk cargo	customs
railroad track	maintenance trains
deepwater port	seaport
single traffic lane	more restrictive
crew list	project
propeller airplane	no jet engine
ore carrier ship	steel
commercial shipping	reliability
port embargo	international community
port facility	dry goods
whaling ship	whale hunting
traffic control process	road infrastructure
radar facility	detecting intruders
traffic control process	pedestrian crossings
electric device	cooling
dual gauge railway	two parallel rails
cargo handling	manual
land vehicle	variable speed
shipping channel	reduces risk
railway vehicle	wheels
passenger ship	coast
dining car	silverware
trade embargo	cuba-us embargo
ship hold	liquids
ship agent	organizational
crew list	shifts
air route	origin
deepwater port	high efficiency
freighter	carry cargo
full size van	safety features
internal attribute	highly important
road vehicle	personal
rail transportation system	reliability
railroad track	transporting passengers
government organization	multiple locations
scale test car	measuring car performance
ship berth	occupied
gallery car	stops at stations
ship compartment	crew
water transportation system	hybrid
mass measure	ton
jet engine	military aircraft
ship register	vessel details
tractor trailer	owner-operator
railroad track	built by hand
electronic device	equipment
mass measure	measurement
ship berthing	monitored
multiple track railway	border crossing
broad gauge railway	different wheel size
fishing vessel	research
material handling equipment	reducing labor
department of transportation	enforcing traffic laws
moving violation	loss of life
transitway	commuting
etiologic agent	mutation
deck crane	yard
air route	temporary
volume measure	gal
road transportation system	public health
dangerous goods	transport in a secure manner
transportation schedule	date
flight schedule	informing airline staff
cargo manifest	list of cargo items
rail transportation system	tourist rail
regulatory process	financial
air route	commercial flights
river port	large
cubic foot	equal to 12 inches by 12 inches by 12 inches
water transportation system	engine
land area	river
spine car	regularly
land area	globe
major air carrier	major hub airport
canal lock gate	allowing boats to pass
railroad company	maintenance
railroad track	air pollution
fishing trawler	commercial
passenger car	hatchback
airport classification	control tower
pier	docking
dangerous goods	medium
waterway junction	river- river
spine car	carry freight
containerization	data storage
department of transportation	state-level
container ship	round the world
transportation device	entertainment
intermodal transportation	shipping containers by sea and truck
set or class	everyday life
local transit system	provide public transportation
volume measure	everyday life
light fixture	battery
railcar carrier ship	many railcars
freight car	tracking
intermodal transportation	government
long ton	used in the us
refrigerated compartment	cooling system
whaling ship	whaling
dry bulk cargo	coal
transit route	frequent
traffic signal	intersections
scale test car	evaluating aerodynamics
cabotage	cost-effective
whaling ship	whale processing equipment
navigation	electronic
traffic control process	increased road usage
watercraft	steel
electronic signalling	unmodulated signal
terminal building	open
set	elections
road junction	roundabout traffic flow
radar or sonar	processing unit
railroad track	outdoors
turbojet engine	high power-to-weight ratio
train station	organized
organic object	plant
dangerous goods	illness
cargo manifest	volume
department of transportation	planners
transitway	urban planning
common carrier	regular schedule
scale test car	designing new cars
fishing boat	small
mode of transit	transporting goods
train assembly	low
railcar carrier ship	crane
multiple track railway	city center
petroleum pipeline	thousands
railway junction	signaling systems
canal system	strategic
merchant marine	international regulations
bulk cargo	low value
fire engine	red
cabotage	flag state
trade embargo	hurting civilians
parking garage	daily
deck crane	shipyards
whaling ship	catcher
ore carrier ship	holds large amounts of cargo
coach railcar	luggage storage
chemical tanker ship	under regulation
train assembly	electrical
road vehicle	automatic transmission
managing	event management
rocket engine	space exploration
regulatory process	government regulation
transportation system	international
freighter	oceans
material handling equipment	rubber
ship hold	repair
cubic foot	equal to 12 inches x 12 inches x 12 inches
railroad track	ballast
broad gauge railway	high speed travel
pusher tug	marine
spine car	diesel or electric engine
drilling ship	seawater
fixed bridge	for both vehicles and pedestrians
organic object	non-linear
container ship	port
intentional process	influences outcome
crane ship	specialized companies
trade embargo	south african embargo
organic object	non-synthetic
managing	to supervise
organic compound	medicinal applications
offshore support ship	basic
spine car	carrying passengers
containerization	isolation
contract carrier	liable for damage
hangar bay	support commercial
transportation company	route optimization
tank car	freight car
head end car	specific design
aid to navigation	gps device
organizational process	effective
minivan	minivan
ship compartment	carrying goods
sport utility vehicle	eight
unpaved runway	small airport
fuel tank	inside aircraft
canal lock gate	metal
taking off	initiating
train assembly	fixed tracks
parking garage	city center
road transportation system	map
international airport	24/7
research ship	docking facility
merchant marine	passenger transportation
fishing vessel	few
surfaced roadway	traffic control
air traffic control center	high-stress environment
standard gauge railway	economies of scale
chemical tanker ship	environment
traffic control process	warnings
transitway	multilane
flight deck	limited
vehicle crew	delegating tasks
multiple track railway	two or more
containerization	efficiently transport
traffic light	pedestrian
body motion	forward
freighter	carrying materials
fishing boat	wood
keeping	long-term use
flight schedule	local
shipping lane	oil transportation
port embargo	lifted after certain conditions
multiple track railway	freight
shipping channel	along coastlines
bill of lading	goods description
passenger ship	international
commercial shipping	docks
electrified railway	freight transportation
attaching	workshop
local transit system	off-peak hours
set or class	infinite set
unpaved runway	small airports
canal system	outdoor
major air carrier	scheduled
standard gauge railway	spread globally
deck cargo	laws
electric motor	measured in percentage
major air carrier	luxurious
water transportation system	safety standards
bulkhead	permanent
ship hold	midship
water area	shipping
transportation company	licensing requirements
land area	pasture
fire boat	fire department
internal attribute	represents an object's state
private railcar	special charters
air traffic control center	ensuring safe landing
rolling stock	boxy
flight schedule	arrival time
lighter	fire starter
animal powered vehicle	plowing
commercial airport	boarding gate
intermodal transportation	reducing emissions
radar facility	computer system
offshore support ship	vessel
turboprop airplane	agricultural spraying
ship agent	facilitate
radio navigation beacon	low
intentional process	yes
electric device	at home
petroleum product pipeline	coastal
jet airplane	recreational
mode of transit	wind
railway vehicle	funicular
deepwater port	bulk cargo terminal
container ship	coastal waters
crew list	safety
tugboat	moving heavy loads
vehicle crew	mechanic
containerization	better scalability
cab car	engine
cab car	steam engine
personal watercraft	low
port city	logistics
road junction	accident-prone
chemical tanker ship	double-hulled
cabotage	protectionism
electrified railway	rapid
chemical tanker ship	specialized personnel
surfaced roadway	shoulder
offshore support ship	marine equipment
ocean liner	dining hall
dual gauge railway	connecting different rail networks
railway vehicle	small
track gauge	millimeter
scale test car	evaluating performance
hoisting device	reliable motor
road transportation system	delivering
department of transportation	issuing licenses
navigation buoy	above water
road transportation system	license requirements
single traffic lane	medium risk
crew list	alphabetical
radar facility	military controlled
deepwater port	storing
crane ship	maintenance
dry bulk cargo	by train
major air carrier	ground staff
pusher tug	assisting in navigation
light fixture	table light
electronic signalling	noise
electronic device	android
refrigerated compartment	preserves freshness
cable ship	advanced cable-laying equipment
offshore anchorage	regular monitoring
chemical tanker ship	unloading
turbojet engine	hangar
commercial carrier	flight
guiding	finding a solution
light truck	chevrolet
contract carrier	delivering goods
coach railcar	has doors
hopper dredger	wide
organic object	art material
land area	wildlife habitat
arriving	unplanned
dual gauge railway	first introduced in 1850s
cable ship	advanced winching systems
waterway junction	separating
general cargo ship	domestic trade
refrigerated compartment	medium
crane ship	offshore construction
port facility	storing goods
radar or sonar	measures distance
research ship	mariners
ship berthing	passenger embarkation
vehicle carrier ship	engines
train assembly	plastic
minivan	families
rail transportation system	locomotive
tractor trailer	emits greenhouse gases
ship hold	lake
turbojet engine	expansion of hot gases
commercial carrier	flying people
railroad company	regulation
jet engine	fan
personal watercraft	small
fixed bridge	truss
road junction	traffic distribution
railway vehicle	manual
diesel fuel	industrial use
shipping channel	coastline
intentional process	maximizing benefits
fish factory ship	commercial
radar facility	scientific research
ore carrier ship	long-distance
vehicle crew	assisting passengers
port facility	docking
crew list	aviation
vehicle carrier ship	lift-on/lift-off
railroad bridge	heavy maintenance
railroad track	recreation
containerization	technology
regulatory process	international agreements
ocean liner	leisure activities
commercial agent	business acumen
shipping lane	trade route
private railcar	hired for events
freighter	highway
organic object	requires sunlight
unpaved runway	required
tugboat	salvage
ship hold	dark
crane ship	transport
passenger railway car	wide
fishing boat	motor
animal powered vehicle	environmentally friendly
truck tractor	rugged
volume measure	construction
moving violation	traffic control
rolling stock	providing infrastructure
vehicle wheel	aerodynamic
air traffic control procedure	traffic separation
cargo ship	economical transportation
intentional process	involves evaluation
merchant marine	safety standards
dry bulk cargo	bins
flight schedule	printed
whaling ship	nantucket
maritime blockade	used as diplomatic tool
radar facility	tower
turboprop airplane	beechcraft
electrical signalling	nerve impulses
electric device	circuitry
airport classification	medium
radio navigation beacon	providing location information
navigation	algorithm
portable bridge	military
hangar bay	lift
hopper dredger	construction equipment
road junction	environmental impact
road transportation system	pavement
diesel engine	more complex
air traffic control tower	providing instructions
railway junction	network
dual gauge railway	simplifies rail travel
maritime blockade	submarine warfare
road vehicle	one
passenger railway car	hybrid
fishing trawler	metal
ocean liner	staffed
railway junction	traffic management
canal lock gate	repair
railcar carrier ship	waterways
merchant marine	riverine
ship agent	shipping industry
navigation light	night
container terminal	privately operated
intermodal transportation	local
light truck	construction site
offshore supply ship	hundreds of feet
signalling	critical for communication
spine car	has engine
cab car	limited
petroleum product pipeline	safety valves
bulk cargo	agricultural
taking off	engine failure
transportation schedule	scheduling transportation
ocean liner	transportation
transportation authority	parking enforcement
canal structure	commerce
offshore support ship	tug
land vehicle	plane
long ton	volume
commercial agent	license
hoisting device	electronic
contract carrier	shipper
commercial agent	information provision
railway vehicle	carriages
cable ship	steel
standard gauge railway	conventional
commercial airport	terminals
international airport	accommodation
traffic control process	preventing accidents
emergency road vehicle	rescue gear
regulatory process	to ensure safety
transportation device	tourist
deck cargo	affordable
dangerous goods	environmental contamination
general cargo ship	bulk
cable ship	laid submarine communications cables
motor scooter	trail
light truck	on-road
container ship	vessel
gallery car	showcase art
jet engine	aviation fuel
volume measure	dependent on context
transit route	off peak
maritime blockade	qatar blockade
attaching	to fasten
air traffic control center	en route control
scale test car	test vehicle
common carrier	limited liability
contract carrier	efficient
railroad track	transporting people
private railcar	private dining area
emergency vehicle	police officers
light fixture	gas
containerization	retail
container ship	emits pollution
managing	resolving conflicts
ship compartment	lights
sea lane	recreation
local transit system	24/7
fixed bridge	over a river
ore carrier ship	coal
tugboat	robust winch
organizational process	administrative
taking off	collision
organic compound	odorless
traffic light	display
vehicle carrier ship	container storage
ship hold	general cargo hold
crane ship	sea-based
railroad bridge	has pillars
train station	terminus
truck tractor	dual tires
electric device	requires cleaning
shipping channel	separation of lanes
transit route	direct
emergency vehicle	stretcher
offshore support ship	support oil rigs
transit terminal	bus stops
contract carrier	security
cargo manifest	listing items
guiding	firm
air traffic control procedure	landing clearance
registry ton	merchant shipping act
dining car	providing meals
paved runway	aircraft testing
road transportation system	planning
liner service	import/export
petroleum tanker ship	loading/unloading
long ton	new zealand
navigation light	coast
passenger railway car	powered by diesel
electronic signalling	long
traffic control process	road
crane ship	government
petroleum product	fueling vehicles
internal attribute	to control flow
navigation	low
government organization	public officials
passenger ship	few passengers
transportation device	exploration
watercraft	anchor
aid to navigation	providing location information
air route	ad hoc
trade embargo	iran-us
ore carrier ship	merchant ship
ore carrier ship	sail
ship deck	hardwood
passenger car	glass
bulkhead	tank
railway vehicle	to transport goods
multiple track railway	replacement
offshore anchorage	maritime rules
electrified railway	electric traction
dry bulk cargo	railway
truck tractor	articulated
electrical signalling	integration
partial container ship	multiple cargo holds
transit route	long-distance
merchant marine	passenger liners
airport classification	least busy
fishing trawler	fishing gear
pusher tug	navigation
crew list	working on a ship
mass measure	between systems
land area	biodiversity
research ship	long
partial container ship	optimized for efficiency
fixed bridge	permanent
fishing vessel	unskilled
ship berth	maintenance
radio navigation beacon	land navigation
ocean liner	transatlantic
land vehicle	off-road terrain
truck tractor	expensive
outfit car	recreation
outfit car	toyota
guiding	general
gallery car	unique interior
freighter	scheduled service
transportation authority	enforcing regulations
deepwater port	environmental regulations
dangerous goods	special storage
dual gauge railway	increases railway capacity
volume measure	measuring gas
scale test car	predicting car's behavior
electrified railway	electric power supply
fixed bridge	cable-stayed
ship hold	compartment
partial container ship	holding many containers
scale test car	plastic
general cargo ship	boat
canal lock	waterway
signalling	amplitude modulation
unpaved runway	military bases
cargo container	ship
navigation	finding shortest route
hangar bay	large
single traffic lane	increasing safety
electric device	calling
port city	dockyards
intentional process	attention
jet engine	generate power
train assembly	movement
shipping channel	between islands
railcar carrier ship	huge
mode of transit	fixed route
scale test car	toy industry
airport classification	cargo flights
whaling ship	armed
terminal building	airport grounds
personal watercraft	helmets
railroad bridge	providing crossing
transitway	government
material handling equipment	cost-effective
maritime blockade	enforcing a no-fly zone
traffic signal	city center
railroad bridge	maintained
international airport	flight operations
passenger car	off-road
etiologic agent	host
commercial shipping	cruise ship
ship hold	transportation of goods
ship deck	rear
merchant marine	deckhands
commercial shipping	conveyors
transit shelter	provides light
whaling ship	sturdy
surfaced roadway	accessing residential areas
fishing boat	tours
diesel engine	higher towing capacity
guiding	overcoming a challenge
parking garage	convenient
minivan	side doors
container ship	aluminum
rolling stock	movable
bill of lading	shipping record
fixed bridge	needs foundation
land vehicle	entertainment
surfaced roadway	gravel
paved runway	typically long
cargo manifest	planning cargo
navigation buoy	red
hangar bay	small
air traffic control procedure	avoiding collisions
minivan	older adults
petroleum tanker ship	propellers
port embargo	blockade of cuba
ocean liner	passenger
shipping channel	used for navigation
port city	urban area
fishing vessel	docking equipment
transit stop	boarding
vehicle crew	voice
turbojet engine	powers aircraft
water transportation system	paddle
electric device	safety
ship hatch	complex
legal charge	criminal record
electronic device	keyboard
flight deck	computerized
crane ship	extracting
outfit car	driveway
government organization	public welfare
partial container ship	reducing congestion
guiding	setting goals
air traffic control procedure	far
hangar bay	variable
air traffic control tower	administrators
cargo manifest	serialized
guiding	academic
fishing trawler	fishing
scale test car	scientists
railroad bridge	can be very tall
mass measure	convertible to other units
container ship	global
coach railcar	many people
hoisting device	moving objects vertically
fishing boat	anchoring
electrified railway	environmentally friendly
contract carrier	cost-effective
ship hull	exploration
ship register	registry of ships
crew list	assign tasks
transportation schedule	digital format
petroleum tanker ship	oil
dangerous goods	hazardous
freighter	many containers
regulatory process	practices
body motion	infrequent
chemical tanker ship	navigation
vehicle wheel	center cap
tank car	heavy weight
air traffic control center	manage flight routes
ship compartment	easy
canal lock	gates open and close
maritime blockade	naval vessels
shipping channel	reducing costs
air route	national
sea lane	connects ports
merchant marine	operates under flags of convenience
containerization	system containers
contract carrier	ship goods
navigation light	guiding ships
intentional process	voluntary action
taking off	weather conditions
jet engine	radial flow
canal structure	concrete
organizational process	achieving efficiency
military watercraft	slow
cargo ship	port-to-port
container ship	shipping containers
atmospheric region	has aurora
signalling	global
freighter	huge
train assembly	moving people
truck trailer	tow vehicle
electrical signalling	receiver
hoisting device	weather resistant
propeller airplane	agriculture
electronic signalling	internet signal
keeping	digital storage
cable ship	cable maintenance
crew list	text-based
air route	business hub
road junction	traffic rules
organic object	maintains ecosystem
commercial airport	providing services
vehicle registration	proof of residency
cab car	railway
radar facility	military base
legal charge	felony
river port	quiet
canal structure	harbors
navigation	method of getting from one place to another
vehicle registration	by mail
bill of lading	describes cargo
outfit car	city
railroad track	regulated by laws
arriving	getting there
canal lock	varies
air traffic control tower	communication systems
transitway	toll
paved runway	macadam
petroleum product	fuels vehicles
partial container ship	divided into compartments
minivan	comfortable seating
vehicle carrier ship	providing transportation
pier	with a walkway
whaling ship	sonar
track gauge	precise
chemical tanker ship	environmental hazard
dual gauge railway	enabling trains to travel across different regions
transit shelter	airport shelter
merchant marine	engineers
traffic light	highway
traffic control process	reducing accidents
managing	results driven
canal system	affects wildlife
railroad bridge	transporting trains
drilling ship	sturdy
ore carrier ship	heavy-duty
air traffic control procedure	international civil aviation organization
deck crane	moving large objects
port crane	electrical
deck cargo	transporting goods
merchant marine	facilitate trade
organizational process	adjusted
container ship	gas turbine
port city	hong kong
contract carrier	ground shipping
rolling stock	military use
cargo handling	monitoring
intentional process	changed
broad gauge railway	long distance travel
shipping lane	maritime importance
transportation system	trucks
hopper dredger	create harbors
offshore supply ship	24/7
land vehicle	rubber
rail transportation system	small
vehicle registration	triennially
bill of lading	contains details of goods
truck tractor	transporting
mass measure	commerce
freighter	business
fuel tank	supply fuel
aid to navigation	swimmers
offshore support ship	nearby ports
commercial airport	parking lots
ship cabin	cabinetry
petroleum tanker ship	huge
organizational process	departmental
moving violation	misdemeanor
cargo container	ventilation
atmospheric region	pressure
ship agent	finding cargo
container ship	long-distance voyages
commercial carrier	delivery service
intentional process	flexibility
cargo manifest	list of goods
light fixture	room
canal structure	desert
electrical signalling	communication between neurons
cargo ship	has cranes
department of transportation	bridges
local transit system	low
airport classification	general aviation
air traffic control center	regular updates
canal lock gate	operate by water pressure
